Nombre;Mass;Cog.X;Cog.Y;Cog.Z;Aom.Q1;Aom.Q2;Aom.Q3;Aom.Q4;Ix;Iy;Iz
lCargaM2;2,88154;25;-44;687;4,32964E-17;-0,707107;0,707107;-4,32964E-17;2,948E-08;1,4169E-07;1,7105E-07
