Nombre;Valor
stSysID_Tarea;"4600-112104"
stTaskName;"T_FICHEROS"
stZoneData {0};"fine"
stZoneData {1};"z0"
stZoneData {2};"z1"
stZoneData {3};"z5"
stZoneData {4};"z10"
stZoneData {5};"z15"
stZoneData {6};"z20"
stZoneData {7};"z30"
stZoneData {8};"z40"
stZoneData {9};"z50"
stZoneData {10};"z60"
stZoneData {11};"z80"
stZoneData {12};"z100"
stZoneData {13};"z150"
stZoneData {14};"z200"
stCodRef;""
stFTP_Path;"pc:/01_ROBOT_SYS/"
