Nombre;Mass;Cog.X;Cog.Y;Cog.Z;Aom.Q1;Aom.Q2;Aom.Q3;Aom.Q4;Ix;Iy;Iz
lCarga;1,80096;0;110;687;4,32964E-17;-0,707107;0,707107;-4,32964E-17;1,842E-08;3,462E-08;5,296E-08
