Nombre;Trans.X;Trans.Y;Trans.Z;Rot.Q1;Rot.Q2;Rot.Q3;Rot.Q4
poseEsquina4M1;175;350;679;4,32964E-17;-0,707107;0,707107;-4,32964E-17
poseEsquina3M1;-175;350;679;0,707107;-8,65927E-17;-8,65927E-17;0,707107
poseEsquina2M1;-175;-130;679;4,32964E-17;0,707107;0,707107;4,32964E-17
poseEsquina1M1;175;-130;679;0,707107;1,53642E-24;-1,53642E-24;-0,707107
