Nombre;Mass;Cog.X;Cog.Y;Cog.Z;Aom.Q1;Aom.Q2;Aom.Q3;Aom.Q4;Ix;Iy;Iz
load0;0,001;0;0;0,001;1;0;0;0;0;0;0
