Nombre;Robhold;Tframe.Trans.X;Tframe.Trans.Y;Tframe.Trans.Z;Tframe.Rot.Q1;Tframe.Rot.Q2;Tframe.Rot.Q3;Tframe.Rot.Q4;Tload.Mass;Tload.Cog.X;Tload.Cog.Y;Tload.Cog.Z;Tload.Aom.Q1;Tload.Aom.Q2;Tload.Aom.Q3;Tload.Aom.Q4;Tload.Ix;Tload.Iy;Tload.Iz
tDejadaM1;True;175;350;679;4,32964E-17;-0,707107;0,707107;-4,32964E-17;58,31;28,5;7,1;229,6;1;0;0;0;4,644;5,754;1,615
