Nombre;Robax.Rax_1;Robax.Rax_2;Robax.Rax_3;Robax.Rax_4;Robax.Rax_5;Robax.Rax_6;Extax.Eax_a;Extax.Eax_b;Extax.Eax_c;Extax.Eax_d;Extax.Eax_e;Extax.Eax_f
jFueraAnt2Cnv1_Aux1;0;-6,39559;40,2945;0,151416;55,9935;-0,200467;8,999999E+09;8,999999E+09;8,999999E+09;8,999999E+09;8,999999E+09;0
jFueraAnt2Cnv1;0;0;0;0;0;0;8,999999E+09;8,999999E+09;8,999999E+09;8,999999E+09;8,999999E+09;0
