Nombre;Valor
iGetError;<sin valor>
iRetardoServo;<sin valor>
iFueraAlcance;<sin valor>
iErrorReferencia;<sin valor>
iColision;<sin valor>
iCamaraCinta;<sin valor>
iErrorIntGeo;<sin valor>
iExecError;<sin valor>
iFactorCarga;<sin valor>
iFueraArea;<sin valor>
iLuminaria;<sin valor>
nBrazoCorto;<sin valor>
nBrazoAux2;<sin valor>
iPunteroRestablecido;<sin valor>
iAlarma_Com_Garra;<sin valor>
nBrazoLargo;<sin valor>
nBrazoAux1;<sin valor>
