Nombre;Valor
tWZ;<sin valor>
tDejada;<sin valor>
tTrans;<sin valor>
tDejadaInferior;<sin valor>
tCentralVolumen;<sin valor>
tCentroPieza;<sin valor>
tCentralConPieza;<sin valor>
tDejadaSinPieza;<sin valor>
tDejada2;<sin valor>
