Nombre;Robhold;Ufprog;Ufmec;Uframe.Trans.X;Uframe.Trans.Y;Uframe.Trans.Z;Uframe.Rot.Q1;Uframe.Rot.Q2;Uframe.Rot.Q3;Uframe.Rot.Q4;Oframe.Trans.X;Oframe.Trans.Y;Oframe.Trans.Z;Oframe.Rot.Q1;Oframe.Rot.Q2;Oframe.Rot.Q3;Oframe.Rot.Q4
test_wobjdata;False;True;;6953,23;805,002;-0,682;1;0;0;0;-1431,3;44,5497;1357,86;0,999593;0,00299003;-0,00233053;-0,0282763
