Nombre;Mass;Cog.X;Cog.Y;Cog.Z;Aom.Q1;Aom.Q2;Aom.Q3;Aom.Q4;Ix;Iy;Iz
test_loaddata;2,561;225,11;-35,5;684,596;0,00617059;0,70708;-0,70708;-0,00617059;2,6E-08;1,1E-07;1,37E-07
