Nombre;Valor
stSysID_Tarea;"4600-112104"
stRuta3;"/hd0a/4600-112104/HOME/50263/"
stTaskName;"T_ALARMAS"
stRuta;"/hd0a/4600-112104/HOME/50366/"
stRuta4;"/hd0a/4600-112104/HOME/90513/"
stRuta2;"/hd0a/4600-112104/HOME/41845/"
