Nombre;Valor
iGetError;0
iRetardoServo;13059
iFueraAlcance;12291
iErrorReferencia;31747
iColision;12803
iCamaraCinta;13827
iErrorIntGeo;13315
iExecError;0
iFactorCarga;31491
iFueraArea;12547
iLuminaria;14083
iPunteroRestablecido;13571
iAlarma_Com_Garra;0
