Nombre;Valor
nY_cam3D;454.239
nRz_cam3D;-91.294
nRy_cam3D;0.243
nRx_cam3D;-179.715
nX_caja;8.625
nY_caja;-65.615
nX_cam3D;557.147
nrZ_caja;0.455
nZ_cam3D;3307.56
dnPulsoEncoder;1181635636
