NombreDato,Valor
Target_190,[[515.022,-1.95554,372.059],[0.149495,-0.599822,0.184693,-0.764038],[0,-2,0,0],[9E9,9E9,9E9,9E9,9E9,9E9]]
Target_200,[[515.022,322.492,562.381],[0.149495,-0.599822,0.184693,-0.764038],[0,-2,-1,0],[9E9,9E9,9E9,9E9,9E9,9E9]]
Target_20,[[515.022,-1.95554,723.799],[0.149495,-0.599822,0.184693,-0.764038],[0,-2,-1,0],[9E9,9E9,9E9,9E9,9E9,9E9]]
