Nombre;Valor
wobjCR1;<sin valor>
wobjCR2;<sin valor>
wobj0_alcance;<sin valor>
wobjActual;<sin valor>
wobj0_Cnv1;<sin valor>
wobj_camCNV1;<sin valor>
wobj_cnv1;<sin valor>
wobjCam;<sin valor>
wBaseFrameCnv1;<sin valor>
lcl_wBaseFrameCnv1;<sin valor>
