Nombre;Valor
wobj_AGV_1;<sin valor>
wobj0_mod;<sin valor>
wobjReferencia;<sin valor>
wobj_AGV_2;<sin valor>
wobj_camM1;<sin valor>
wobj_cinta;<sin valor>
lcl_workobject;<sin valor>
wobj_paleM2;<sin valor>
wobj_camM2;<sin valor>
