Nombre;Valor
pCalibracion;<sin valor>
pSincronizacion;<sin valor>
pHomeM1;<sin valor>
pZero;<sin valor>
pTransporte;<sin valor>
pFueraServicio;<sin valor>
lcl_jointtarget;<sin valor>
pHome;<sin valor>
pMantenimientoT1;<sin valor>
pMantenimiento;<sin valor>
pHomeM2;<sin valor>
