Nombre;Valor
vManipulacion;<sin valor>
vRecuperacionColl;<sin valor>
vHome;<sin valor>
vGarra;<sin valor>
spDejada;<sin valor>
alcance_1200;<sin valor>
alcance_1100;<sin valor>
alcance_1000;<sin valor>
