Nombre;Type;Progsynch;Inpos.Position;Inpos.Speed;Inpos.Mintime;Inpos.Maxtime;Inpos.Stoptime;Inpos.Followtime;Inpos.Signal;Inpos.Relation;Inpos.Checkvalue
spDejada;3;True;100;100;0;2;0;0;"";0;0
