Nombre;Valor
tmVar;[False,0,"",""]
tmStack;[[True,0.016783332452178,"2023-02-01","13:20:25"],[False,0.000850000011269003,"2023-02-01","13:20:25"],[True,0.00431666662916541,"2023-02-01","13:20:25"],[False,0.00338333332911134,"2023-02-01","13:20:26"],[True,0.0087500000372529,"2023-02-01","13:20:26"],[False,0.00221666670404375,"2023-02-01","13:20:26"],[True,0.013483333401382,"2023-02-01","13:20:27"],[False,0.00386666646227241,"2023-02-01","13:20:27"],[True,0.00185000000055879,"2023-02-01","13:20:27"],[False,0.00528333336114883,"2023-02-01","13:20:28"],[True,0.0241833329200745,"2023-02-01","13:20:29"],[False,0.00436666654422879,"2023-02-01","13:20:30"],[True,0.0060166665352881,"2023-02-01","13:20:30"],[False,0.00260000000707805,"2023-02-01","13:20:30"],[True,0.00166666670702398,"2023-02-01","13:20:30"],[False,0.00746666686609387,"2023-02-01","13:20:31"],[True,0.00439999997615814,"2023-02-01","13:20:31"],[False,0.0191000010818243,"2023-02-01","13:20:32"],[True,0.00251666666008532,"2023-02-01","13:20:32"],[False,0.00423333328217268,"2023-02-01","13:20:33"],[True,0.00429999968037009,"2023-02-01","13:20:33"],[False,0.0111833335831761,"2023-02-01","13:20:33"],[True,0.00681666703894734,"2023-02-01","13:20:34"],[False,0.00104999996256083,"2023-02-01","13:20:34"],[True,0.00279999990016222,"2023-02-01","13:20:34"],[False,0.00466666650027037,"2023-02-01","13:20:34"],[True,0.00166666670702398,"2023-02-01","13:20:35"],[False,0.602283358573914,"2023-02-01","13:21:11"],[True,0.0378666669130325,"2023-02-01","13:21:13"],[False,3.31706666946411,"2023-02-01","13:24:32"],[True,0.622850000858307,"2023-02-01","13:25:09"],[False,4.95466661453247,"2023-02-01","13:30:07"],[True,0.0893833339214325,"2023-02-01","13:30:12"],[True,0,"2023-11-13","10:14:42"],[True,0,"2024-02-19","10:57:05"],[True,0,"2024-02-19","13:43:59"],[True,0,"2024-12-05","14:28:39"],[True,0,"2024-12-09","13:35:18"],[True,0,"2024-12-11","10:08:13"],[True,0,"2025-12-30","13:15:24"]]
